year,schedule,slc_pattern,line_id,column_id,heading,change_type,severity,description,source
2023,51A,51A 0632 xx,0632,,Transit - Accessible,updated_line,minor,"Updated language, applies to schedule 12, 40 & 51A.",pdf_changelog
2023,12,12 1220 xx,1220,,Assistance to Seniors,updated_line,minor,"Updated language, applies to schedule 12, 40 & 51A.",pdf_changelog
2023,40,40 1220 xx,1220,,Assistance to Seniors,updated_line,minor,"Updated language, applies to schedule 12, 40 & 51A.",pdf_changelog
2023,51A,51A 1220 xx,1220,,Assistance to Seniors,updated_line,minor,"Updated language, applies to schedule 12, 40 & 51A.",pdf_changelog
2023,12,12 1230 xx,1230,,Child care and early years learning,updated_line,minor,"Updated language, applies to schedule 12, 40 & 51A.",pdf_changelog
2023,40,40 1230 xx,1230,,Child care and early years learning,updated_line,minor,"Updated language, applies to schedule 12, 40 & 51A.",pdf_changelog
2023,51A,51A 1230 xx,1230,,Child care and early years learning,updated_line,minor,"Updated language, applies to schedule 12, 40 & 51A.",pdf_changelog
2023,51A,51 xxxx 14,,14,ARO Increase in TCA Cost,new_column,minor,New line added as per PSAS.,pdf_changelog
2023,51B,51 2405 xx,2405,,Construction-in-progress,deleted_line,minor,Consolidated the Construction-in-progress details on Schedule 51C to one line (2405) on Schedule 51B; Schedule 51C eliminated.,pdf_changelog
2023,53,53 1010 01,1010,01,"Annual Surplus (Deficit), Before Remeasurement Gains (Losses) (SLC 10 2099 01)",updated_line,minor,Updated language as per PSAS.,pdf_changelog
2023,53,53 1020 01,1020,01,Acquisition of tangible capital assets,updated_line,minor,This line is automatically populated from Schedule 51.,pdf_changelog
2023,53,53 1032 01,1032,01,Change in construction-in-progress,updated_line,minor,This line is automatically populated from Schedule 51.,pdf_changelog
2023,53,53 1301 01,1301,01,Net Change in Remeasurement Gains (Losses) for the year (SLC 71 1299 01),updated_line,minor,This line is automatically populated from the new Schedule 71.,pdf_changelog
2023,54B,54B 2023 01,2023,01,Accretion expense,new_line,minor,Accretion expense line added as per PSAS.,pdf_changelog
2023,60,60 5635 01,5635,01,Development Charges Cash Collected (SLC 61B 0299 28),updated_line,minor,This line is automatically populated from Schedule 61B line 0299 column 28.,pdf_changelog
2023,60,60 6001 xx,6001,,Development Charges: Highways (roads and structures),new_line,minor,Municipal Development-Related Charges: New heading & section D added to capture Spend/Allocate Balance for this section. New line captures spend/allocate balances.,pdf_changelog
2023,60,60 6002 xx,6002,,"Development Charges: Wastewater services, including sewers and treatment services",new_line,minor,Municipal Development-Related Charges: New heading & section D added to capture Spend/Allocate Balance for this section. New line captures spend/allocate balances.,pdf_changelog
2023,60,60 6003 xx,6003,,"Development Charges: Water supply services, including distribution and treatment",new_line,minor,Municipal Development-Related Charges: New heading & section D added to capture Spend/Allocate Balance for this section. New line captures spend/allocate balances.,pdf_changelog
2023,60,60 6004 xx,6004,,Parkland Special Account,new_line,minor,Municipal Development-Related Charges: New heading & section D added to capture Spend/Allocate Balance for this section. New line captures spend/allocate balances.,pdf_changelog
2023,60,60 6005 xx,6005,,Community Benefits Charges Special Account,new_line,minor,Municipal Development-Related Charges: New heading & section D added to capture Spend/Allocate Balance for this section. New line captures spend/allocate balances.,pdf_changelog
2023,61A,,,,Development Charges Receivable,new_schedule,major,Captures New Development Charge Installments Receivable. Updated eligible development charge service lists.,pdf_changelog
2023,61B,,,,Development Charges Cash Collected,new_schedule,major,Captures New Development Charges Cash Collected and Development Charges Earned. Updated eligible development charge service lists.,pdf_changelog
2023,62,,,,Updated eligible Development Charge Services list,new_schedule,major,Updated eligible development charge service lists.,pdf_changelog
2023,62A,,,,Updated eligible Development Charge Services list,new_schedule,major,Updated eligible development charge service lists.,pdf_changelog
2023,70,70 0817 01,0817,01,Portfolio Investments,new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,70,70 0818 01,0818,01,Derivatives,new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,70,70 0819 01,0819,01,"Financial assets, designated to the fair value category",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,70,70 2271 01,2271,01,Derivatives,new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,70,70 2272 01,2272,01,"Financial assets, designated to the fair value category",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,70,70 2920 01,2920,01,Asset retirement obligation liabilities,new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,70,70 6604 01,6604,01,Unfunded Asset Retirement Obligation Costs,new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,70,70 9980 01,9980,01,"Accumulated Surplus (Deficit), Before Remeasurement Gains (Losses) (SLC 10 9950 01)",new_line,major,This line is automatically populated from SLC 10 9950 01.,pdf_changelog
2023,70,70 9981 01,9981,01,"Accumulated Surplus (Deficit), Remeasurement Gains (Losses) (SLC 10 9950 01)",new_line,major,This line is automatically populated from SLC 71 9910 01.,pdf_changelog
2023,70,70 9982 01,9982,01,Total Accumulated Surplus (Deficit),new_line,major,This line is automatically calculated.,pdf_changelog
2023,77A,77 0660 xx,0660,,Asset Retirement Obligations,new_line,minor,New lines added as per PSAS for DSSABs.,pdf_changelog
2023,77B,77 0660 xx,0660,,Asset Retirement Obligations,new_line,minor,New lines added as per PSAS for DSSABs.,pdf_changelog
2023,77C,77 0660 xx,0660,,Asset Retirement Obligations,new_line,minor,New lines added as per PSAS for DSSABs.,pdf_changelog
2023,77D,77 0660 xx,0660,,Asset Retirement Obligations,new_line,minor,New lines added as per PSAS for DSSABs.,pdf_changelog
2023,77A,77 9960 xx,9960,,"Accumulated Surplus (Deficit), Before Remeasurement Gains (Losses)",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,77B,77 9960 xx,9960,,"Accumulated Surplus (Deficit), Before Remeasurement Gains (Losses)",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,77C,77 9960 xx,9960,,"Accumulated Surplus (Deficit), Before Remeasurement Gains (Losses)",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,77D,77 9960 xx,9960,,"Accumulated Surplus (Deficit), Before Remeasurement Gains (Losses)",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,77A,77 9970 xx,9970,,"Accumulated Surplus (Deficit), Remeasurement Gains (Losses)",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,77B,77 9970 xx,9970,,"Accumulated Surplus (Deficit), Remeasurement Gains (Losses)",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,77C,77 9970 xx,9970,,"Accumulated Surplus (Deficit), Remeasurement Gains (Losses)",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,77D,77 9970 xx,9970,,"Accumulated Surplus (Deficit), Remeasurement Gains (Losses)",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,77A,77A 1040 xx,1040,,"Accumulated Surplus (Deficit), Remeasurement Gains (Losses)",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,77B,77A 1040 xx,1040,,"Accumulated Surplus (Deficit), Remeasurement Gains (Losses)",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,77C,77A 1040 xx,1040,,"Accumulated Surplus (Deficit), Remeasurement Gains (Losses)",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,77D,77A 1040 xx,1040,,"Accumulated Surplus (Deficit), Remeasurement Gains (Losses)",new_line,minor,New lines added as per PSAS.,pdf_changelog
2023,80A,80 1610 01,1610,01,Vacant Home Tax,new_line,minor,New line added to capture number of properties for which vacant home tax was levied in 2023.,pdf_changelog
2024,10,10 0831 01,0831,01,Deferred Revenue Earned (Canada Community - Building Fund) (Federal Gas Tax),deleted_line,minor,"Removed line, please refer to FIR Instructions",pdf_changelog
2024,10,10 1421 01,1421,01,Building Permits,updated_line,minor,Report all building permit revenue on this line.,pdf_changelog
2024,12,12 0460 07,0460,07,Provincial Offences Act (POA),updated_line,minor,Report POA used for tangible capital asset acquisitions.,pdf_changelog
2024,40,40 xxxx 05,,05,Rents and Financial Expenses & Accretion Expense,updated_column,minor,Column heading modified to include accretion/ARO expense.,pdf_changelog
2024,60,60 1047 01,1047,01,Deferred Revenue Earned (Canada Community - Building Fund) (Federal Gas Tax),deleted_line,minor,"Removed line, please refer to FIR Instructions",pdf_changelog
2024,60,60 1048 01,1048,01,Deferred Revenue Earned (Canada Community - Building Fund For Capacity Building),deleted_line,minor,"Removed line, please refer to FIR Instructions",pdf_changelog
2024,70,70 2411 01,2411,01,Prepaid Property Taxes,updated_line,minor,Report prepaid property taxes on this line.,pdf_changelog
2024,70,70 6432 01,6432,01,Accumulated Remeasurement Gains (Losses),updated_line,minor,Report accumulated remeasurement gains (losses) on this line.,pdf_changelog
2024,74C,74 3021 xx,3021,,Recovered from Development Charges,updated_line,minor,Report debt charges paid from development charges,pdf_changelog
2024,74E,74 xxxx 02,,02,Transfer of Solid Waste Landfill Liability,deleted_column,minor,Transfer of Solid Waste Landfill Liability column no longer is required.,pdf_changelog
2024,80A,80 1510 01,1510,01,"Losses Due to Structural Fires, Averaged Over 3 Yrs. (2022 -2024)",updated_line,minor,"Removed data line, eliminate duplicate reporting.",pdf_changelog
2025,10,10 6021 01,6021,01,PLUS:  Other Comprehensive Income for Year (SLC 76  0840 20),new_line,minor,New line. Linked from schedule 76 0840 20.,pdf_changelog
2025,54B,54B 2023 01,2023,01,Accretion Expense,updated_line,minor,Linked from Schedule 74E line 9910 column 5.,pdf_changelog
2025,70,70 6432 01,6432,01,Remeasurement Gains (Losses),updated_line,minor,Linked from Schedule 71 line 9910 column 1.,pdf_changelog
2025,76,76 0297 01,0297,01,Other,new_line,minor,Text Box Added.,pdf_changelog
2025,76,76 0497 01,0497,01,Other,new_line,minor,Text Box Added.,pdf_changelog
2025,76,76 0830 xx,0830,,Net Income (Loss) Before Other Comprehensive Income,new_line,minor,New Subtotal Line Added.,pdf_changelog
2025,76,76 0840 xx,0840,,Other Comprehensive Income,new_line,minor,"New line. ""Other Comprehensive Income"" Added.",pdf_changelog
2025,76,76 9920 xx,9920,,Net Income (Loss) and Other Comprehensive Income,updated_line,minor,"Line description updated. Line 9920 calculation updated to Net Income
(Loss) Before Other Comprehensive Income + Other Comprehensive Income.",pdf_changelog
